This is a .csv file. It contains a dataframe that consists of 4 columns (Up_dur, Down_dur, id and level).
Up_dur / Down_dur = Up / Down duration
id = subject identifier
level = condition (light or deep anesthesia and sleep)
Up_dur,Down_dur,id,level
0.5150999999999613,2.9732999999999947,0,deep
0.36210000000005493,1.0760999999999967,0,deep
0.3876000000000204,1.6268999999997504,0,deep
0.3314999999997781,0.8517000000001644,0,deep
0.7038000000002285,1.739100000000235,0,deep
0.6987000000003718,1.1831999999999425,0,deep
0.6783000000004904,0.4283999999997832,0,deep
0.5201999999999316,1.9481999999998152,0,deep
0.2754000000004453,1.7595000000001164,0,deep
0.3825000000001637,1.1118000000001302,1,deep
1.0097999999998137,2.5194000000001324,1,deep
0.3511872000000267,1.843732799999998,2,deep
0.3804528000000573,0.9657647999999881,2,deep
0.8682128000000375,0.2780232000000069,2,deep
0.6438431999999921,1.443769599999996,2,deep
0.7413951999999426,0.6535983999999644,2,deep
1.1169703999999,2.4583103999998457,2,deep
0.7316399999999703,1.0681943999998111,2,deep
0.5661000000000058,1.917599999999993,3,deep
0.35190000000000055,0.7497000000000753,3,deep
0.53550000000007,2.045099999999934,3,deep
1.310699999999997,0.2600999999999658,3,deep
0.7853999999999814,2.1216000000000577,3,deep
0.47939999999994143,2.407199999999989,3,deep
1.764599999999973,1.4738999999999578,3,deep
0.4029000000000451,1.8053999999999633,3,deep
1.0557000000000016,1.7747999999999138,3,deep
1.1730000000000018,1.0302000000000362,3,deep
0.7395000000000209,1.8156000000000176,3,deep
1.234199999999987,0.4895999999999958,3,deep
0.47430000000008476,2.432700000000068,3,deep
0.7139999999999418,0.7241999999999962,3,deep
0.6170999999999367,1.8869999999999436,3,deep
0.8109000000000606,1.1780999999999722,3,deep
0.5253000000000156,2.447999999999979,3,deep
0.5712000000000899,1.9329000000000178,3,deep
0.6272999999999911,1.6932000000000471,3,deep
0.4742999999999711,1.3617000000000417,3,deep
0.39780000000007476,1.917599999999993,3,deep
0.6425999999999021,1.5554999999999382,3,deep
0.8057999999999765,1.9329000000000178,3,deep
0.28560000000004493,1.8360000000000127,3,deep
0.5150999999999613,1.3361999999999625,3,deep
0.3876000000000204,1.0964999999999918,3,deep
0.668100000000095,2.177699999999959,3,deep
0.8669999999999618,1.7952000000000226,3,deep
0.831299999999942,2.0756999999999834,3,deep
0.2804999999999609,1.8156000000000176,3,deep
0.7548000000000457,1.1271000000000413,3,deep
1.1984999999999673,0.2397000000000844,3,deep
0.5049000000000206,0.36210000000005493,3,deep
1.0557000000000016,2.0297999999999092,3,deep
0.33150000000000546,1.5299999999999727,3,deep
0.31110000000001037,1.0353000000000065,3,deep
1.0964999999999918,2.0756999999999834,3,deep
0.35190000000000055,1.7952000000000226,3,deep
0.4794000000000551,1.7595000000000027,3,deep
0.9893999999999323,1.3157999999999674,3,deep
0.8618999999999915,0.300899999999956,3,deep
0.47939999999994143,2.1114000000000033,3,deep
0.6119999999999663,1.4483999999999924,3,deep
0.453899999999976,1.2036000000000513,3,deep
0.26520000000004984,1.2495000000000118,3,deep
0.6018000000000256,0.7343999999999369,3,deep
0.4742999999999711,1.7340000000000373,3,deep
1.045500000000061,1.310699999999997,3,deep
0.6884999999999764,2.8100999999999203,3,deep
0.9587999999999965,1.310699999999997,3,deep
0.22440000000005966,0.6374999999999318,3,deep
0.6987000000000307,2.2848000000000184,3,deep
0.698699999999917,1.7442000000000917,3,deep
0.5406000000000404,1.9482000000000426,3,deep
0.3365999999999758,1.382099999999923,3,deep
0.8057999999999765,1.9022999999999683,3,deep
0.2499000000000251,1.7595000000000027,3,deep
0.6476999999999862,0.42840000000001055,3,deep
0.25499999999999545,2.376600000000053,3,deep
1.2648000000000366,2.238900000000058,3,deep
0.7241999999999962,0.4028999999999314,3,deep
0.4029000000000451,1.667699999999968,3,deep
0.5202000000000453,1.3361999999999625,3,deep
0.7139999999999418,2.162399999999934,3,deep
0.5609999999999218,1.6983000000000175,3,deep
0.48450000000002547,1.8921000000000276,3,deep
0.8262000000000853,0.7241999999999962,3,deep
0.8822999999999865,1.897199999999998,3,deep
0.2907000000000153,1.820699999999988,3,deep
0.7394999999999072,1.6422000000000025,3,deep
0.6884999999999764,0.24480000000005475,3,deep
0.8822999999999865,0.5762999999999465,3,deep
0.5967000000000553,1.591199999999958,3,deep
0.7752000000000407,1.8564000000000078,3,deep
0.6579000000000406,1.7748000000000275,3,deep
0.7344000000000506,2.1420000000000528,3,deep
0.678299999999922,2.1521999999999935,3,deep
0.38250000000005,0.6987000000000307,3,deep
0.6527999999999565,1.3973999999999478,3,deep
0.9026999999999816,1.346400000000017,3,deep
0.5253000000000156,1.6370999999999185,3,deep
0.27539999999999054,0.7292999999999665,3,deep
0.2600999999999658,1.4993999999999232,3,deep
0.7191000000000258,1.7543999999999187,3,deep
0.2601000000000795,1.9839000000000624,3,deep
0.5865000000000009,1.9073999999999387,3,deep
0.831299999999942,0.989400000000046,3,deep
0.5915999999999713,2.2083000000000084,3,deep
0.5661000000000058,0.9180000000000064,3,deep
0.3926999999999907,2.1981000000000677,3,deep
0.23969999999997071,1.723799999999983,3,deep
0.6324000000000751,2.004299999999944,3,deep
0.3926999999999907,0.19889999999998054,3,deep
0.6936000000000604,1.4331000000000813,3,deep
0.836400000000026,0.8007000000000062,3,deep
0.8058000000000902,1.973700000000008,3,deep
0.5049000000000206,1.9226999999999634,3,deep
0.7445999999999913,1.443300000000022,3,deep
0.8109000000000606,1.4892000000000962,3,deep
0.6170999999999367,0.7191000000000258,3,deep
0.7038000000000011,1.535099999999943,3,deep
0.2039999999999509,1.2801000000000613,3,deep
0.6680999999999813,0.6680999999999813,3,deep
0.5406000000000404,1.994100000000003,3,deep
0.40800000000001546,1.290300000000002,3,deep
0.6323999999999614,0.3926999999999907,3,deep
0.36209999999994125,2.0348999999999933,3,deep
0.5865000000000009,0.6936000000000604,3,deep
0.7191000000000258,1.6014000000000124,3,deep
0.5406000000000404,1.346400000000017,3,deep
0.6425999999999021,1.443300000000022,3,deep
0.3365999999999758,2.080799999999954,3,deep
0.4742999999999711,1.1322000000000116,3,deep
0.4794000000000551,0.683400000000006,3,deep
0.5099999999999909,1.2392999999999574,3,deep
0.38249999999993634,0.6783000000000357,3,deep
0.5661000000000058,2.050200000000018,3,deep
0.5507999999999811,0.7241999999999962,3,deep
0.44880000000000564,0.32129999999995107,3,deep
0.6171000000000504,0.6731999999999516,3,deep
0.3161999999999807,2.5703999999999496,3,deep
0.3977999999999611,0.8517000000000507,3,deep
0.7700999999999567,0.7853999999999814,3,deep
0.5457000000000107,1.3157999999999674,3,deep
0.8618999999999915,1.2240000000000464,3,deep
0.5967000000000553,0.37229999999999563,3,deep
0.30599999999992633,2.784599999999955,3,deep
0.606899999999996,1.616700000000037,3,deep
0.21420000000000528,0.9486000000000558,3,deep
0.6987000000000307,1.6523999999999432,3,deep
0.37229999999999563,1.463700000000017,3,deep
1.4534999999999627,1.040399999999977,3,deep
0.26520000000004984,0.5406000000000404,3,deep
0.48450000000002547,2.376600000000053,3,deep
0.4794000000000551,1.3514999999999873,3,deep
0.6630000000000109,1.7288999999999533,3,deep
0.21420000000000528,0.39780000000007476,3,deep
0.4334999999999809,2.238900000000058,3,deep
0.5049000000000206,0.8822999999999865,3,deep
0.48450000000002547,0.7700999999999567,3,deep
0.8618999999999915,0.4742999999999711,3,deep
0.7292999999999665,2.091000000000008,3,deep
0.3977999999999611,1.764599999999973,3,deep
0.7649999999999864,0.8721000000000458,3,deep
0.606899999999996,1.387200000000007,3,deep
0.36210000000005493,0.907799999999952,3,deep
0.2600999999999658,0.698699999999917,3,deep
0.5354999999999563,2.7438000000000784,3,deep
0.5814000000000306,0.8211000000000013,3,deep
0.34169999999994616,0.606899999999996,3,deep
1.1118000000000166,1.2444000000000415,3,deep
0.4334999999999809,0.20909999999992124,3,deep
1.004699999999957,2.432700000000068,3,deep
0.2804999999999609,0.5967000000000553,3,deep
0.24480000000005475,1.881900000000087,3,deep
0.759900000000016,0.6426000000000158,3,deep
0.3161999999999807,1.5656999999999925,3,deep
0.48450000000002547,0.31110000000001037,3,deep
0.3926999999999907,0.9026999999999816,3,deep
0.759900000000016,1.647299999999973,3,deep
0.32129999999995107,1.1780999999999722,3,deep
0.2958000000000993,1.4483999999999924,3,deep
0.530399999999986,0.6732000000000653,3,deep
0.4436999999999216,0.6884999999999764,3,deep
0.5559000000000651,0.8313000000000557,3,deep
0.47939999999994143,1.2597000000000662,3,deep
0.22950000000003,2.080799999999954,3,deep
0.8976000000000113,0.300899999999956,3,deep
0.4640999999999167,0.9128999999999223,3,deep
0.754799999999932,2.0604000000000724,3,deep
0.4334999999999809,1.4841000000000122,3,deep
0.5201999999999316,0.5507999999999811,3,deep
0.4692000000000007,2.177699999999959,3,deep
0.26520000000004984,2.8661999999999352,3,deep
0.37229999999999563,1.463700000000017,3,deep
0.7752000000000407,0.7191000000000258,3,deep
0.4437000000000353,0.6527999999999565,3,deep
0.45899999999994634,1.2545999999999822,3,deep
0.31110000000001037,1.4076000000000022,3,deep
0.7139999999999418,0.3161999999999807,3,deep
0.32129999999995107,0.7038000000000011,3,deep
0.6680999999999813,0.7905000000000655,3,deep
0.38250000000005,1.387200000000007,3,deep
0.6732000000000653,1.1628000000000611,3,deep
0.453899999999976,1.1780999999999722,3,deep
0.5609999999999218,0.601799999999912,3,deep
0.3468000000000302,1.688099999999963,3,deep
0.5865000000000009,0.8414999999999964,3,deep
0.9333000000000311,1.7391000000000076,3,deep
0.6476999999999862,0.7394999999999072,3,deep
0.25499999999999545,0.7548000000001593,3,deep
0.5610000000000355,0.3468000000000302,3,deep
0.20910000000003492,1.422900000000027,3,deep
0.6680999999999813,2.2031999999999243,3,deep
0.3468000000000302,0.7140000000001692,3,deep
0.7956000000000358,1.6065000000000964,3,deep
0.24989999999991142,0.2141999999998916,3,deep
0.6272999999999911,0.6272999999998774,3,deep
0.6170999999999367,1.5452999999999975,3,deep
0.7700999999999567,2.371499999999969,3,deep
0.3366000000000895,1.4840999999998985,3,deep
0.9435000000000855,0.8210999999998876,3,deep
0.2907000000000153,2.0858999999998105,3,deep
0.759900000000016,1.3361999999999625,3,deep
0.4130999999999858,0.7292999999999665,3,deep
0.31110000000001037,1.6217999999998938,3,deep
0.33150000000000546,0.61200000000008,3,deep
0.4079999999999018,0.7905000000000655,3,deep
0.5253000000000156,1.1067000000000462,3,deep
0.4437000000000353,1.4483999999999924,3,deep
0.5303999999998723,2.0858999999998105,3,deep
0.40289999999981774,0.8108999999999469,3,deep
0.6936000000000604,1.4381999999998243,3,deep
0.4233000000001539,1.4382000000000517,3,deep
0.44879999999989195,0.6375000000000455,3,deep
0.4794000000001688,1.8716999999999189,3,deep
0.7191000000000258,1.4739000000001852,3,deep
0.2703000000001339,2.2950000000000728,3,deep
0.8466000000000804,1.881900000000087,3,deep
0.8313000000000557,0.4130999999999858,3,deep
0.24480000000016844,1.422900000000027,3,deep
0.34169999999994616,0.4029000000000451,3,deep
0.47430000000008476,1.361699999999928,3,deep
0.7038000000000011,0.8414999999999964,3,deep
0.45900000000006,1.122000000000071,3,deep
0.33150000000000546,2.2235999999998057,3,deep
0.2243999999998323,1.6778999999999087,3,deep
0.6579000000001543,0.6171000000001641,3,deep
0.4386000000001786,2.213399999999865,3,deep
0.9537000000000262,1.0047000000001844,3,deep
0.5406000000000404,1.4841000000001259,3,deep
0.2702999999999065,2.5295999999998457,3,deep
0.36720000000013897,0.7344000000000506,3,deep
0.6680999999998676,0.35189999999988686,3,deep
0.6221999999997934,1.5452999999999975,3,deep
0.43859999999995125,1.6370999999999185,3,deep
0.7853999999999814,2.330699999999979,3,deep
0.2907000000000153,0.6476999999999862,3,deep
0.2600999999999658,0.6222000000000207,3,deep
0.5406000000000404,0.24479999999994106,3,deep
0.23969999999985703,1.6881000000000768,3,deep
0.6222000000000207,1.973700000000008,3,deep
0.6885000000002037,0.8976000000000113,3,deep
0.41820000000006985,0.9230999999999767,3,deep
1.116899999999987,1.6983000000000175,3,deep
0.3569999999999709,2.631599999999935,3,deep
0.3161999999999807,2.6927999999998065,3,deep
0.5150999999998476,1.3361999999999625,3,deep
0.8261999999999716,1.7339999999999236,3,deep
0.6834000000001197,1.4891999999999825,3,deep
1.213799999999992,0.9026999999998679,3,deep
0.37740000000007967,0.48450000000002547,3,deep
0.24479999999994106,2.4887999999998556,3,deep
0.668100000000095,1.825800000000072,3,deep
0.44879999999989195,1.8614999999999782,3,deep
0.24480000000016844,2.2490999999999985,3,deep
0.7394999999999072,1.2800999999999476,3,deep
0.2805000000000746,1.5096000000000913,3,deep
0.7139999999999418,0.4335000000000946,3,deep
0.4029000000000451,1.9838999999999487,3,deep
